-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2001 through 01/01/2023 
Location: Latitude  24.87   Longitude 67.03 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 53.05 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN       CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
CLRSKY_SFC_SW_DWN       CERES SYN1deg Clear Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
ALLSKY_KT               CERES SYN1deg All Sky Insolation Clearness Index (dimensionless) 
ALLSKY_SFC_LW_DWN       CERES SYN1deg All Sky Surface Longwave Downward Irradiance (W/m^2) 
ALLSKY_SFC_PAR_TOT      CERES SYN1deg All Sky Surface PAR Total (W/m^2) 
CLRSKY_SFC_PAR_TOT      CERES SYN1deg Clear Sky Surface PAR Total (W/m^2) 
ALLSKY_SFC_UV_INDEX     CERES SYN1deg All Sky Surface UV Index (dimensionless) 
T2MDEW                  MERRA-2 Dew/Frost Point at 2 Meters (C) 
T2MWET                  MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
TS                      MERRA-2 Earth Skin Temperature (C) 
T2M_RANGE               MERRA-2 Temperature at 2 Meters Range (C) 
QV2M                    MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M                    MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR             MERRA-2 Precipitation Corrected (mm/day) 
PS                      MERRA-2 Surface Pressure (kPa) 
WS10M_RANGE             MERRA-2 Wind Speed at 10 Meters Range (m/s) 
WD10M                   MERRA-2 Wind Direction at 10 Meters (Degrees) 
WS50M_RANGE             MERRA-2 Wind Speed at 50 Meters Range (m/s) 
WD50M                   MERRA-2 Wind Direction at 50 Meters (Degrees) 
-END HEADER-
YEAR,MO,DY,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UV_INDEX,T2MDEW,T2MWET,TS,T2M_RANGE,QV2M,RH2M,PRECTOTCORR,PS,WS10M_RANGE,WD10M,WS50M_RANGE,WD50M
2001,5,21,5.35,6.42,0.48,443.08,105.58,123.33,1.66,24.56,26.64,30.56,5.07,19.53,78.88,0.0,99.56,3.12,238.12,3.93,239.19
2001,5,22,6.16,6.49,0.55,431.46,119.83,124.59,1.89,23.97,26.47,31.13,5.62,18.8,75.25,0.0,99.66,1.98,232.69,2.52,233.19
2001,5,23,6.63,6.81,0.59,423.34,127.84,130.24,2.09,23.61,26.23,31.08,6.61,18.43,74.5,0.0,99.61,2.01,240.44,1.39,241.5
2001,5,24,6.97,7.33,0.62,424.97,136.05,141.34,2.41,24.69,26.87,31.13,7.07,19.78,78.94,0.0,99.36,2.12,232.06,1.8,232.62
2001,5,25,7.31,7.64,0.66,423.21,140.8,145.42,2.53,23.26,26.2,31.57,7.41,18.25,73.12,0.0,99.28,2.5,213.5,2.38,213.62
2001,5,26,7.23,7.53,0.65,430.74,140.98,145.26,2.47,23.87,26.62,32.01,6.37,18.8,73.56,0.0,99.41,2.86,221.56,2.38,220.62
2001,5,27,7.37,7.68,0.66,442.15,144.91,149.2,2.57,22.77,26.75,33.84,9.55,17.58,64.81,0.0,99.5,5.52,225.06,5.97,223.56
2001,5,28,7.22,7.59,0.65,444.68,143.98,149.62,2.59,23.73,27.95,35.37,9.41,18.68,63.19,0.0,99.34,5.08,227.5,5.57,224.25
2001,5,29,6.56,7.41,0.59,445.88,131.69,146.32,2.41,23.87,28.23,35.85,9.59,18.92,62.94,0.0,99.23,6.62,284.06,7.33,287.0
2001,5,30,5.4,7.15,0.48,442.8,109.59,141.45,1.91,24.93,27.77,33.0,5.4,20.02,72.75,0.0,99.42,2.45,241.88,2.58,242.44
2001,5,31,6.41,6.94,0.58,439.4,128.12,136.52,2.23,25.15,27.45,31.51,4.48,20.26,76.94,0.0,99.44,2.12,245.38,2.1,245.94
2001,6,1,6.6,7.11,0.59,437.34,131.02,139.27,2.42,24.63,27.18,31.82,4.93,19.65,74.94,0.0,99.42,0.98,237.25,0.7,237.75
2001,6,2,6.37,7.15,0.57,440.8,127.1,140.06,2.34,24.91,27.43,32.24,5.12,19.96,75.06,0.0,99.48,1.67,230.38,2.55,230.69
2001,6,3,5.27,6.81,0.47,450.91,105.06,132.42,1.78,25.05,27.59,32.11,4.84,20.14,74.81,0.0,99.51,2.04,223.5,2.09,223.81
2001,6,4,5.32,6.29,0.48,445.85,105.13,121.59,1.6,24.44,27.11,31.82,4.71,19.41,73.69,0.0,99.38,1.96,228.94,1.76,229.25
2001,6,5,5.63,6.15,0.51,442.94,108.75,116.76,1.58,23.87,26.61,31.36,4.61,18.74,72.94,0.0,99.3,1.91,232.94,1.77,233.25
2001,6,6,5.64,5.91,0.51,438.56,107.44,111.34,1.47,23.44,26.43,31.8,4.98,18.31,71.0,0.0,99.32,1.52,237.88,0.76,238.12
2001,6,7,6.2,6.35,0.55,428.41,118.16,119.83,1.68,22.93,26.27,32.15,5.75,17.7,68.31,0.0,99.33,1.16,241.81,0.55,242.19
2001,6,8,6.28,6.35,0.56,424.4,119.03,119.41,1.7,22.61,25.98,32.12,5.97,17.4,68.25,0.0,99.26,1.22,247.31,1.1,247.81
2001,6,9,7.14,7.3,0.64,419.76,137.04,138.87,2.24,23.07,26.25,32.05,6.62,17.88,69.75,0.0,99.23,1.88,252.25,0.9,252.69
2001,6,10,7.12,7.21,0.64,425.39,138.01,138.76,2.29,23.2,26.4,32.31,6.48,18.07,69.75,0.0,99.28,1.67,255.75,1.31,256.25
2001,6,11,7.16,7.25,0.64,433.3,139.67,140.36,2.38,22.92,26.62,33.01,8.42,17.88,66.81,0.01,99.19,1.73,264.94,1.99,265.44
2001,6,12,5.02,6.99,0.45,450.0,101.59,136.91,1.71,23.01,27.23,33.87,8.55,18.01,63.44,0.1,99.08,3.79,267.25,4.62,268.31
2001,6,13,6.06,7.12,0.54,439.83,121.3,140.2,2.0,24.26,28.06,32.98,8.5,19.35,65.62,0.02,99.1,7.4,194.06,8.77,193.38
2001,6,14,6.2,6.89,0.55,445.1,123.0,134.64,2.09,24.87,28.24,34.67,7.43,20.02,69.06,0.05,99.04,4.7,215.56,5.25,212.44
2001,6,15,5.48,7.1,0.49,443.72,111.6,139.55,2.03,25.31,27.7,31.9,4.68,20.51,76.12,1.41,99.03,4.05,255.12,5.2,256.19
2001,6,16,4.26,6.76,0.38,446.65,87.62,132.73,1.51,25.87,27.46,29.99,2.61,21.24,83.12,1.23,99.01,3.3,235.81,3.66,236.44
2001,6,17,6.08,6.85,0.55,441.24,120.59,133.49,2.05,25.94,27.75,30.85,4.59,21.36,81.75,0.07,98.91,2.17,250.44,2.94,251.56
2001,6,18,5.31,6.61,0.48,442.23,106.69,129.27,1.81,25.72,27.88,32.26,5.63,21.0,78.56,0.13,99.21,2.77,234.38,3.65,235.25
2001,6,19,6.39,6.91,0.57,440.61,126.61,134.8,2.22,25.12,27.33,31.51,4.27,20.2,77.81,0.04,99.39,3.58,244.06,4.3,244.62
2001,6,20,6.21,6.97,0.55,439.38,122.48,135.23,2.15,25.08,27.2,31.08,4.1,20.2,78.44,0.01,99.23,1.8,244.75,1.94,245.56
2001,6,21,5.52,6.83,0.49,440.31,109.35,131.84,1.82,25.12,27.24,31.17,4.74,20.26,78.5,0.0,99.07,2.09,240.44,1.99,241.56
2001,6,22,6.03,6.92,0.54,444.46,118.57,133.68,2.02,25.36,27.68,31.5,6.0,20.69,77.38,0.0,98.92,3.38,248.56,2.62,250.12
2001,6,23,5.79,6.35,0.52,444.54,112.2,121.2,1.67,23.32,26.91,31.86,7.84,18.86,69.94,0.0,98.97,2.85,253.5,2.63,255.0
2001,6,24,6.42,7.19,0.57,434.01,125.48,138.02,2.13,24.22,26.78,31.51,5.43,19.23,74.94,0.0,99.29,1.2,243.06,1.95,243.62
2001,6,25,5.64,7.0,0.51,437.98,112.15,136.4,1.92,23.98,26.62,31.37,4.81,18.86,73.81,0.03,99.48,2.22,248.94,2.15,249.62
2001,6,26,6.11,7.21,0.55,435.73,121.66,139.91,2.2,23.96,26.56,31.05,4.66,18.86,74.06,0.01,99.35,1.73,250.06,1.43,250.62
2001,6,27,6.01,7.08,0.54,437.91,120.08,137.91,2.19,23.86,26.58,31.3,4.41,18.74,72.94,0.04,99.39,1.7,247.88,1.58,248.44
2001,6,28,5.64,7.02,0.51,440.99,113.48,137.09,1.99,23.9,26.58,31.34,4.48,18.8,73.25,0.05,99.3,1.89,249.75,1.43,250.44
2001,6,29,4.49,6.81,0.41,450.89,90.95,133.43,1.59,24.02,26.65,31.57,4.63,18.92,73.75,0.03,99.26,3.33,241.81,3.82,242.44
2001,6,30,4.46,6.81,0.4,449.2,91.75,134.55,1.66,24.12,26.83,32.02,5.05,19.04,73.12,0.09,99.35,1.72,235.06,2.0,235.31
2001,7,1,4.92,7.02,0.44,447.25,99.86,138.93,1.91,24.4,27.14,32.25,5.38,19.35,73.06,1.18,99.44,2.17,234.81,2.23,235.0
2001,7,2,5.58,6.84,0.5,443.08,112.05,134.96,1.95,24.46,27.13,31.94,4.68,19.41,73.56,1.6,99.33,1.56,245.06,1.73,245.62
2001,7,3,4.68,6.56,0.42,451.3,94.15,129.43,1.65,24.77,27.19,31.03,3.54,19.84,75.69,0.11,99.06,1.8,243.88,2.22,244.19
2001,7,4,4.06,6.52,0.37,446.24,83.5,127.9,1.43,24.87,27.53,32.38,5.81,20.02,74.0,0.56,99.01,2.73,241.88,3.25,241.88
2001,7,5,4.87,6.83,0.44,438.48,99.28,134.64,1.77,25.26,27.56,31.54,4.16,20.45,76.81,0.53,99.09,2.47,253.31,3.16,254.12
2001,7,6,6.7,7.07,0.6,438.91,133.8,139.77,2.31,25.08,27.79,32.71,6.28,20.26,73.81,0.05,99.05,1.52,255.31,2.27,256.5
2001,7,7,6.35,7.19,0.57,442.61,127.68,141.86,2.33,24.91,27.9,33.39,6.68,20.08,71.69,0.01,99.06,2.74,239.19,3.33,239.5
2001,7,8,5.98,6.82,0.54,445.02,119.51,134.18,2.1,24.58,27.72,33.68,6.86,19.65,70.38,0.01,99.01,2.81,230.38,3.34,229.38
2001,7,9,4.98,6.79,0.45,444.52,101.5,134.19,1.8,25.04,27.72,33.01,5.53,20.2,73.75,0.17,99.01,1.79,245.12,2.37,245.25
2001,7,10,3.98,6.92,0.36,442.2,82.31,137.09,1.65,25.75,27.97,31.43,4.44,21.06,77.81,6.24,99.05,4.52,237.19,4.72,221.25
2001,7,11,4.72,7.16,0.42,443.3,98.86,142.69,1.93,26.21,28.14,31.49,4.8,21.67,80.56,2.17,99.01,4.0,251.38,4.99,252.56
2001,7,12,1.94,7.15,0.17,446.34,43.3,142.52,0.89,26.57,27.67,29.23,1.98,22.16,88.0,33.11,98.97,1.74,282.38,2.61,283.38
2001,7,13,6.26,7.5,0.56,441.52,127.77,149.79,2.57,26.1,27.16,28.8,2.26,21.48,88.25,10.99,99.14,3.08,230.62,3.73,231.31
2001,7,14,6.47,7.34,0.59,442.2,131.68,146.59,2.57,24.57,26.67,30.08,3.82,19.53,78.44,0.8,99.55,3.29,227.5,2.77,227.81
2001,7,15,4.36,7.14,0.39,446.86,90.13,141.71,1.74,24.25,26.39,29.62,3.32,19.17,77.81,0.18,99.44,2.25,247.06,2.12,247.44
2001,7,16,3.17,6.43,0.29,449.27,67.66,126.35,1.15,24.37,26.45,29.66,3.57,19.35,78.38,0.12,99.24,1.28,245.56,0.77,246.06
2001,7,17,2.7,5.98,0.24,452.57,58.41,117.14,0.9,24.61,26.63,30.01,3.84,19.59,79.06,0.14,99.32,2.48,244.44,3.2,245.0
2001,7,18,4.88,5.72,0.45,443.1,97.66,111.88,1.43,24.32,26.41,29.69,3.64,19.23,78.31,0.3,99.46,2.31,250.19,2.77,250.75
2001,7,19,4.44,6.12,0.41,446.79,90.09,120.22,1.42,24.54,26.58,29.96,4.02,19.53,78.75,0.07,99.34,1.79,253.56,1.05,254.25
2001,7,20,3.97,6.17,0.36,446.7,82.71,121.81,1.34,24.73,26.61,29.73,3.46,19.78,80.31,0.04,99.26,2.35,244.44,2.05,245.0
2001,7,21,2.81,6.23,0.26,452.92,60.89,123.38,1.0,24.55,26.48,29.26,2.95,19.59,79.75,0.18,99.16,1.94,237.75,1.49,238.25
2001,7,22,2.35,6.52,0.21,448.3,51.68,128.32,0.9,24.43,26.61,30.17,4.16,19.41,77.69,0.16,99.21,2.63,224.5,2.86,224.62
2001,7,23,4.65,7.02,0.42,445.27,96.76,139.7,1.74,24.5,26.73,30.9,5.21,19.47,77.44,0.19,99.28,2.41,223.94,1.82,223.25
2001,7,24,5.15,7.22,0.47,444.34,107.22,144.38,2.05,25.1,27.06,30.66,5.43,20.2,79.88,2.74,99.25,3.07,250.75,3.64,250.94
2001,7,25,5.05,7.04,0.46,443.58,104.93,140.88,2.02,25.61,27.05,29.54,2.95,20.81,84.56,2.34,99.3,2.61,259.5,3.56,260.0
2001,7,26,4.67,6.86,0.43,440.09,96.76,136.13,1.79,24.7,26.72,30.3,3.93,19.71,79.25,0.12,99.49,1.62,257.19,1.81,257.94
2001,7,27,5.69,6.76,0.52,436.44,115.09,133.73,2.12,24.42,26.59,30.58,4.36,19.35,77.69,0.12,99.45,2.22,251.06,1.42,251.5
2001,7,28,5.02,6.66,0.46,437.57,101.95,131.16,1.88,24.23,26.16,29.26,3.05,19.17,79.62,0.01,99.33,1.59,248.19,1.15,248.5
2001,7,29,3.91,6.25,0.36,441.86,79.43,121.34,1.31,23.76,25.95,29.65,3.36,18.62,77.38,0.06,99.29,2.13,239.5,1.66,239.88
2001,7,30,4.16,5.19,0.38,444.05,81.91,98.88,1.06,23.44,25.82,30.0,4.34,18.25,75.81,0.06,99.35,3.08,241.06,3.88,241.56
2001,7,31,4.13,4.85,0.38,444.41,81.31,93.15,0.98,23.28,25.68,29.5,4.05,18.01,75.62,0.01,99.68,1.87,240.88,2.38,241.31
2001,8,1,5.05,5.46,0.46,435.18,98.38,104.56,1.39,23.65,25.94,30.02,4.62,18.43,76.56,0.0,99.71,3.55,251.12,3.83,251.56
2001,8,2,3.41,5.64,0.31,440.52,68.6,107.8,1.01,23.69,25.76,29.35,3.62,18.55,78.5,0.0,99.37,2.17,250.81,1.74,251.31
2001,8,3,4.3,6.23,0.4,430.48,86.46,119.5,1.34,23.2,25.72,30.19,5.28,18.01,74.81,0.0,99.33,3.7,224.31,3.92,224.25
2001,8,4,6.07,6.25,0.56,426.12,118.16,120.52,1.91,21.95,25.57,31.07,7.74,16.6,66.5,0.02,99.77,4.74,224.81,5.56,221.38
2001,8,5,3.99,6.61,0.37,438.7,83.17,130.9,1.45,23.59,26.15,30.01,5.12,18.37,74.56,0.24,99.9,2.61,272.25,2.66,273.12
2001,8,6,5.93,6.64,0.55,433.05,118.73,130.7,2.09,24.4,26.67,30.39,5.6,19.29,77.31,0.02,99.65,1.02,260.31,1.93,261.12
2001,8,7,4.91,6.86,0.45,433.68,101.05,135.87,1.88,24.39,26.51,30.09,4.6,19.29,78.38,0.12,99.56,2.02,260.5,2.73,261.31
2001,8,8,3.32,7.02,0.31,439.68,71.12,139.76,1.42,24.56,26.22,28.94,2.89,19.47,82.31,1.83,99.57,2.32,259.06,3.41,260.0
2001,8,9,5.84,7.13,0.55,433.94,118.63,142.04,2.37,24.46,26.48,29.89,4.45,19.35,79.25,0.13,99.72,1.24,256.69,2.02,257.56
2001,8,10,5.88,6.92,0.55,435.16,119.12,137.4,2.26,24.77,26.86,30.54,5.12,19.71,78.75,0.28,99.7,1.4,249.81,2.36,250.56
2001,8,11,3.7,7.05,0.34,440.83,79.12,141.08,1.69,25.26,26.72,29.1,3.21,20.32,84.44,5.23,99.6,2.47,280.06,3.07,281.94
2001,8,12,4.96,7.1,0.47,437.45,103.77,142.4,2.1,25.56,27.11,29.09,3.66,20.75,83.75,4.78,99.45,2.86,309.0,3.3,312.06
2001,8,13,6.48,7.19,0.61,436.64,131.51,143.93,2.66,25.54,27.05,29.05,2.59,20.75,83.88,0.28,99.42,2.63,293.94,2.99,295.25
2001,8,14,4.49,6.93,0.42,435.94,91.84,136.2,1.8,25.37,27.19,30.01,3.77,20.51,81.12,0.02,99.47,2.7,236.06,2.84,236.75
2001,8,15,4.81,5.94,0.45,435.83,93.98,113.39,1.48,24.62,27.01,30.74,6.26,19.65,76.94,0.0,99.46,4.05,227.25,5.22,228.5
2001,8,16,5.39,5.96,0.51,431.16,105.65,115.14,1.69,23.71,25.94,29.73,4.72,18.55,77.44,0.0,99.58,1.32,241.88,1.12,242.5
2001,8,17,6.04,6.33,0.57,417.52,115.7,119.77,1.85,23.22,25.5,29.3,4.55,18.01,76.81,0.0,99.49,2.52,248.69,2.13,249.38
2001,8,18,5.63,6.59,0.53,423.37,110.45,126.01,1.86,23.9,25.98,29.64,5.12,18.8,78.75,0.0,99.4,2.42,241.56,2.08,242.44
2001,8,19,5.55,6.43,0.53,425.85,108.68,122.98,1.86,23.98,26.11,29.82,4.89,18.86,78.44,0.0,99.44,2.26,238.31,2.0,239.06
2001,8,20,5.76,6.5,0.55,420.12,112.46,124.82,1.95,23.49,25.82,29.67,4.53,18.25,76.44,0.0,99.6,1.6,237.19,1.37,237.69
2001,8,21,5.74,6.83,0.55,425.62,114.58,133.36,2.1,23.15,25.71,30.16,5.55,17.88,74.62,0.0,99.73,2.7,241.56,2.64,241.88
2001,8,22,5.13,6.64,0.49,426.66,102.42,129.5,1.84,23.12,25.48,29.55,4.86,17.88,76.25,0.0,99.48,2.7,243.88,2.02,244.31
2001,8,23,5.64,6.76,0.54,425.16,112.16,130.9,2.03,22.55,25.22,29.72,5.25,17.27,73.31,0.0,99.36,2.3,239.06,1.77,239.62
2001,8,24,6.06,6.74,0.59,419.13,118.98,130.37,2.02,21.65,24.74,29.72,5.7,16.36,70.0,0.0,99.59,1.57,241.12,1.09,241.31
2001,8,25,6.34,6.7,0.61,412.21,123.3,129.11,2.03,21.39,24.29,29.01,5.3,16.05,71.31,0.0,99.82,2.42,251.06,2.35,251.5
2001,8,26,6.63,6.92,0.64,407.54,128.84,133.38,2.18,21.46,24.2,28.58,4.23,16.11,72.44,0.0,99.83,2.41,254.56,2.7,255.0
2001,8,27,6.54,6.96,0.63,409.73,128.09,134.93,2.25,21.92,24.39,28.43,3.65,16.6,74.69,0.0,99.63,2.2,252.38,1.8,252.94
2001,8,28,5.94,6.95,0.58,418.28,116.95,134.46,2.13,22.71,25.0,28.74,4.16,17.46,76.56,0.0,99.51,2.27,248.44,2.1,249.06
2001,8,29,4.98,6.87,0.48,426.96,99.41,133.23,-999.0,23.14,25.26,28.84,4.31,17.94,78.12,0.0,99.41,1.72,245.75,1.27,246.38
2001,8,30,5.34,6.76,0.52,429.07,106.3,131.45,-999.0,23.33,25.34,28.88,4.83,18.13,79.31,0.0,99.41,2.75,245.0,3.06,245.69
2001,8,31,3.73,6.42,0.37,436.61,76.07,123.67,1.32,23.02,25.23,29.23,5.17,17.82,77.44,0.0,99.41,3.05,245.81,3.6,246.56
2001,9,1,5.45,6.18,0.54,419.64,105.88,117.98,1.7,22.47,25.07,29.54,5.76,17.15,74.12,0.0,99.61,1.41,235.56,1.13,235.88
2001,9,2,4.93,6.18,0.48,427.47,97.67,118.84,1.65,22.38,24.84,29.08,5.55,17.03,75.31,0.0,99.76,2.58,246.31,2.84,246.75
2001,9,3,4.8,6.14,0.48,432.09,95.88,118.82,1.63,22.76,25.0,28.67,4.82,17.46,77.0,0.0,99.84,1.33,246.06,0.86,246.75
2001,9,4,3.21,5.67,0.32,439.85,66.24,108.66,1.03,23.33,25.46,29.19,5.16,18.07,78.19,0.0,99.82,2.55,238.0,3.28,238.5
2001,9,5,2.62,5.96,0.26,443.95,55.09,114.54,0.88,23.4,25.49,29.17,5.43,18.13,78.62,0.0,99.74,2.53,232.0,2.62,232.56
2001,9,6,3.53,6.14,0.35,446.3,71.77,118.65,1.2,23.34,25.73,29.92,6.37,18.13,76.5,0.0,99.74,2.05,213.12,2.3,213.06
2001,9,7,4.62,6.0,0.46,436.99,91.72,116.94,1.45,23.18,25.83,30.5,7.53,17.88,74.5,0.0,99.99,3.45,195.19,3.66,193.38
2001,9,8,5.83,6.35,0.59,422.53,114.2,123.77,-999.0,22.69,25.54,30.55,7.4,17.33,72.75,0.0,100.19,4.5,211.19,4.95,210.12
2001,9,9,6.35,6.56,0.64,410.71,122.5,126.11,2.08,22.02,24.9,29.87,6.01,16.66,72.06,0.0,100.11,3.65,238.75,3.23,238.56
2001,9,10,5.59,6.46,0.56,415.43,108.65,123.99,1.86,22.11,24.76,29.33,5.27,16.72,73.38,0.0,99.84,2.57,240.12,1.84,240.5
2001,9,11,4.75,6.43,0.48,424.84,94.74,124.15,1.62,22.4,24.92,29.19,4.92,17.09,74.5,0.0,99.81,1.38,236.06,0.96,236.38
2001,9,12,4.47,6.27,0.45,426.37,88.89,121.48,1.46,22.02,24.69,29.05,5.01,16.66,73.31,0.0,99.91,2.31,234.31,2.34,234.5
2001,9,13,6.29,6.52,0.64,413.56,121.69,125.77,2.01,21.45,24.35,29.02,6.03,16.05,71.5,0.0,99.95,3.03,230.38,2.27,230.25
2001,9,14,5.99,6.41,0.62,412.82,115.84,123.21,1.86,21.03,23.98,28.72,5.77,15.62,70.94,0.0,100.05,2.73,237.06,1.98,237.38
2001,9,15,6.23,6.52,0.64,408.24,120.41,125.77,1.98,20.77,24.02,29.3,7.14,15.38,69.12,0.0,100.3,1.95,248.25,1.8,248.81
2001,9,16,6.57,6.65,0.68,402.23,126.34,128.12,2.13,21.46,24.62,29.83,8.34,16.11,71.0,0.0,100.28,2.36,270.88,2.64,271.25
2001,9,17,6.51,6.65,0.68,399.54,124.91,127.58,2.08,22.19,24.92,29.48,7.56,16.91,74.5,0.0,100.23,1.98,264.5,1.08,265.0
2001,9,18,6.19,6.54,0.65,404.18,118.7,124.69,1.98,22.15,24.62,28.73,6.34,16.78,75.75,0.0,100.07,3.16,253.44,2.26,254.06
2001,9,19,6.04,6.45,0.63,402.27,115.73,122.73,1.91,21.99,24.38,28.39,5.57,16.6,76.19,0.0,100.04,3.41,247.81,2.38,248.5
2001,9,20,5.1,5.61,0.54,413.29,96.91,105.55,1.43,21.7,24.53,28.82,6.87,16.48,73.56,0.0,99.94,3.2,232.94,2.95,234.0
2001,9,21,5.69,5.81,0.6,412.76,108.12,110.55,1.6,21.98,25.0,29.9,9.58,16.78,73.44,0.0,100.12,3.89,201.12,4.6,198.19
2001,9,22,6.16,6.27,0.66,403.3,117.0,119.14,1.91,20.9,24.7,30.0,10.59,15.81,68.38,0.0,100.21,3.05,276.31,3.62,277.94
2001,9,23,6.18,6.28,0.66,398.02,117.37,119.47,1.9,21.11,24.8,29.81,9.99,16.24,70.75,0.0,100.09,2.34,252.06,2.67,253.19
2001,9,24,6.45,6.46,0.69,388.03,121.02,121.48,1.91,20.05,24.19,29.64,10.62,15.38,68.25,0.0,99.98,3.66,240.44,4.36,240.44
2001,9,25,6.54,6.54,0.7,385.07,122.35,122.75,1.98,19.06,23.63,29.66,11.23,14.83,66.44,0.0,99.98,3.67,254.88,4.03,255.0
2001,9,26,5.69,5.95,0.62,417.9,110.32,114.93,1.73,19.32,24.3,30.82,11.4,14.65,61.38,0.0,100.04,4.09,265.88,4.7,265.12
2001,9,27,6.05,6.05,0.66,410.47,116.9,117.5,1.88,19.83,24.78,30.93,10.34,15.08,61.06,0.0,100.09,3.02,280.38,3.19,281.88
2001,9,28,6.35,6.36,0.7,391.84,120.66,121.07,2.01,19.83,24.72,30.35,10.52,15.38,63.81,0.0,99.97,3.03,274.12,3.04,274.88
2001,9,29,6.33,6.41,0.7,393.22,120.52,122.0,2.05,22.48,25.42,29.55,8.73,17.58,75.62,0.0,99.88,5.36,256.56,5.89,258.5
2001,9,30,6.18,6.25,0.68,395.18,117.29,118.84,1.99,21.87,25.23,30.33,11.37,17.21,74.25,0.0,99.91,4.0,262.44,5.52,264.5
2001,10,1,6.22,6.21,0.69,387.26,115.51,115.88,1.86,20.14,24.58,30.6,12.79,15.87,68.94,0.0,99.97,4.12,285.69,5.63,288.81
2001,10,2,5.98,6.0,0.66,390.21,111.35,112.09,1.76,21.57,25.09,29.94,10.98,16.85,72.88,0.0,99.97,2.7,269.94,2.86,272.19
2001,10,3,5.82,5.88,0.65,393.78,108.91,110.31,1.67,22.83,25.4,29.44,8.11,17.7,77.06,0.0,99.93,2.06,251.62,2.17,252.81
2001,10,4,5.83,5.94,0.66,394.29,109.61,111.88,1.73,22.81,25.49,29.66,9.61,17.7,76.88,0.0,99.96,2.51,257.38,2.82,258.75
2001,10,5,5.49,5.55,0.62,403.64,102.42,103.7,1.53,22.07,25.19,29.6,10.27,17.27,75.0,0.0,99.91,3.22,250.06,3.97,251.94
2001,10,6,5.44,5.49,0.62,400.73,101.25,102.48,1.48,20.86,24.78,29.56,9.68,16.17,69.0,0.0,99.96,4.36,223.56,5.27,224.56
2001,10,7,5.57,5.61,0.63,407.51,105.18,106.31,1.59,18.62,24.04,30.31,10.84,14.16,58.75,0.0,100.15,3.05,302.0,4.34,303.31
2001,10,8,5.67,5.69,0.65,407.03,106.38,107.29,1.61,14.76,22.85,31.08,11.75,11.11,42.31,0.0,100.16,2.42,297.0,4.05,298.5
2001,10,9,5.48,5.49,0.63,398.7,101.85,102.41,1.55,11.26,21.47,31.55,12.05,9.09,32.88,0.0,100.09,3.23,203.25,4.9,205.44
2001,10,10,5.53,5.52,0.64,402.23,104.38,104.81,1.62,22.03,25.4,29.67,8.18,17.15,70.75,0.0,100.12,4.43,228.94,4.55,229.12
2001,10,11,5.61,5.76,0.65,409.11,107.19,110.2,1.71,21.39,24.81,29.3,7.68,16.17,69.69,0.0,100.15,2.95,219.88,2.73,219.69
2001,10,12,5.04,5.73,0.59,427.72,99.05,112.3,1.59,17.99,23.06,29.55,9.35,13.18,57.62,0.0,100.23,3.02,260.75,4.01,259.5
2001,10,13,5.51,5.77,0.65,426.27,107.93,113.19,1.69,19.91,24.43,30.23,8.18,14.83,60.44,0.0,100.33,4.2,221.0,4.98,219.25
2001,10,14,5.75,5.74,0.68,412.29,111.52,112.05,1.75,22.05,25.51,30.49,8.73,16.78,69.31,0.0,100.34,3.62,270.31,4.34,271.12
2001,10,15,5.65,5.63,0.67,397.48,107.24,107.48,1.62,19.8,23.98,29.46,8.06,14.95,65.38,0.0,100.41,1.14,262.62,1.38,263.5
2001,10,16,5.71,5.71,0.68,384.91,105.94,106.51,1.62,18.8,23.37,29.48,11.08,14.16,64.06,0.0,100.48,2.99,283.31,4.55,285.75
2001,10,17,5.71,5.69,0.69,379.86,105.37,105.77,1.56,18.8,23.33,29.24,10.74,14.16,64.56,0.0,100.43,3.2,284.25,5.02,285.38
2001,10,18,5.85,5.83,0.7,373.29,107.62,107.96,1.59,17.98,22.65,28.34,10.67,13.55,63.62,0.0,100.37,1.77,279.12,2.51,279.94
2001,10,19,5.85,5.84,0.71,372.02,107.84,108.27,1.61,19.7,23.41,28.38,11.06,14.89,70.44,0.0,100.59,1.45,284.81,2.36,285.38
2001,10,20,5.86,5.89,0.72,368.94,107.83,108.89,1.65,19.08,23.04,28.1,10.99,14.53,69.38,0.0,100.69,1.33,281.81,1.29,282.38
2001,10,21,5.87,5.86,0.72,369.36,108.1,108.59,1.65,19.62,22.94,27.53,9.66,14.65,71.81,0.0,100.54,2.15,266.31,1.51,266.62
