-BEGIN HEADER-,,,,,,,,
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data ,,,,,,,,
Dates (month/day/year): 01/01/2020 through 12/01/2020 ,,,,,,,,
Location: Latitude  24.87   Longitude 67.03 ,,,,,,,,
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 53.05 meters,,,,,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ,,,,,,,,
Parameter(s): ,,,,,,,,
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) ,,,,,,,,
T2M                   MERRA-2 Temperature at 2 Meters (C) ,,,,,,,,
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) ,,,,,,,,
PS                    MERRA-2 Surface Pressure (kPa) ,,,,,,,,
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) ,,,,,,,,
-END HEADER-,,,,,,,,
YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,T2M,RH2M,PS,WS10M
2020,4,18,13,829.32,32.96,40.75,100.33,6.31
2020,4,18,14,711.62,32.6,41.44,100.29,6.28
2020,4,18,15,463.2,31.94,43.44,100.28,6.11
2020,4,18,16,234.01,30.94,47.31,100.3,5.81
2020,4,18,17,38.43,29.56,54.31,100.33,5.33
2020,4,18,18,0,28.1,64.62,100.38,4.82
2020,4,18,19,0,27.3,71.75,100.42,5
2020,4,18,20,0,26.82,76.12,100.46,5.27
2020,4,18,21,0,26.55,78.56,100.48,5.43
2020,4,18,22,0,26.3,81.12,100.47,5.42
2020,4,18,23,0,25.89,84.38,100.43,5.19
2020,4,19,0,0,25.52,87.38,100.38,5.1
2020,4,19,1,0,25.3,89.19,100.34,5.04
2020,4,19,2,0,25.17,89.88,100.32,4.94
2020,4,19,3,0,24.79,91.44,100.32,4.41
2020,4,19,4,0,24.58,91.94,100.36,4.17
2020,4,19,5,37.64,24.81,90,100.42,4.38
2020,4,19,6,218.67,26.07,80.75,100.49,5.15
2020,4,19,7,434.41,27.74,66.81,100.52,5.2
2020,4,19,8,612.39,29.88,53.06,100.52,5.09
2020,4,19,9,788.95,31.23,47.56,100.5,5.02
2020,4,19,10,824.91,32.14,44.5,100.44,5.42
2020,4,19,11,750.77,32.57,43.56,100.35,5.99
2020,4,19,12,740.99,32.59,43.94,100.25,6.69
2020,4,19,13,723.76,32.26,45.06,100.19,7.01
2020,4,19,14,658.34,31.66,46.69,100.14,6.91
2020,4,19,15,431.43,30.74,49.81,100.14,7.02
2020,4,19,16,211.29,29.7,55.19,100.16,6.79
2020,4,19,17,37.04,28.28,64.69,100.2,6.14
2020,4,19,18,0,26.94,76.31,100.25,5.24
2020,4,19,19,0,26.3,83.62,100.32,5.01
2020,4,19,20,0,25.95,87.44,100.37,4.75
2020,4,19,21,0,25.68,89.5,100.38,4.41
2020,4,19,22,0,25.46,90.31,100.36,4.25
2020,4,19,23,0,25.25,91.06,100.32,4.22
2020,4,20,0,0,25.06,91.69,100.27,4.27
2020,4,20,1,0,24.87,92.56,100.22,4.36
2020,4,20,2,0,24.76,93.25,100.2,4.64
2020,4,20,3,0,24.76,93.5,100.21,4.91
2020,4,20,4,0,24.58,94.88,100.24,4.6
2020,4,20,5,38.4,24.93,93.25,100.29,4.65
2020,4,20,6,205.09,26.25,84.69,100.33,5.23
2020,4,20,7,395.82,27.87,73.31,100.38,5.02
2020,4,20,8,621.55,29.87,60.56,100.4,4.48
2020,4,20,9,819.16,31.52,52.12,100.4,4.04
2020,4,20,10,912.26,32.73,46.62,100.36,3.78
2020,4,20,11,943.16,33.41,44.06,100.27,4.08
2020,4,20,12,923.21,33.59,43.44,100.19,4.71
2020,4,20,13,828.13,33.41,43.69,100.11,5.19
2020,4,20,14,654.9,33.03,44.38,100.06,5.42
2020,4,20,15,453.04,32.35,46.25,100.05,5.49
2020,4,20,16,218.56,31.32,49.75,100.08,5.45
2020,4,20,17,38.83,29.72,57.12,100.12,5.15
2020,4,20,18,0,28.05,68,100.19,4.54
2020,4,20,19,0,27.18,75.44,100.25,3.89
2020,4,20,20,0,26.57,81.12,100.3,3.29
2020,4,20,21,0,26.07,86.38,100.33,2.96
2020,4,20,22,0,25.62,91.19,100.33,2.63
2020,4,20,23,0,25.26,94.44,100.31,2.52
2020,4,21,0,0,25.11,95.62,100.27,2.4
2020,4,21,1,0,24.97,96.31,100.22,2.22
2020,4,21,2,0,24.83,96.88,100.19,2.1
2020,4,21,3,0,24.71,97.19,100.19,2.01
2020,4,21,4,0,24.63,97.38,100.24,2.01
2020,4,21,5,41.05,25.04,94.88,100.32,2.17
2020,4,21,6,218.98,26.94,80.62,100.41,2.82
2020,4,21,7,423.16,29.15,63,100.47,2.65
2020,4,21,8,629.16,31.64,47.25,100.52,2.22
2020,4,21,9,818.93,33.4,39.38,100.51,1.94
2020,4,21,10,900.83,34.23,37.25,100.46,2.43
2020,4,21,11,935.44,34.63,37.06,100.39,3.34
2020,4,21,12,911.83,34.67,37.62,100.31,4.32
2020,4,21,13,810.66,34.46,38.56,100.24,4.89
2020,4,21,14,643.12,34.05,39.88,100.19,5.26
2020,4,21,15,443.66,33.29,42.44,100.17,5.49
2020,4,21,16,215.42,31.95,47.94,100.19,5.56
2020,4,21,17,37.41,30.16,57.94,100.25,5.54
2020,4,21,18,0,28.67,69.25,100.34,5.28
2020,4,21,19,0,27.83,76.88,100.42,5.01
2020,4,21,20,0,27.28,81.75,100.47,4.66
2020,4,21,21,0,26.87,85.81,100.47,4.21
2020,4,21,22,0,26.6,88.75,100.43,3.86
2020,4,21,23,0,26.46,90.5,100.36,3.71
2020,4,22,0,0,26.37,91.81,100.28,3.66
2020,4,22,1,0,26.36,92.44,100.22,3.75
2020,4,22,2,0,26.33,93.31,100.19,3.86
2020,4,22,3,0,26.26,94.19,100.19,3.78
2020,4,22,4,0,26.16,95.19,100.21,3.69
2020,4,22,5,38.48,26.36,94.5,100.26,4.24
2020,4,22,6,220.95,27.5,85.44,100.32,5.15
2020,4,22,7,428.09,29.09,72.31,100.36,5.33
2020,4,22,8,602.41,30.98,58.19,100.37,5.72
2020,4,22,9,816.66,32.51,50.25,100.34,6.03
2020,4,22,10,903.91,33.53,46.38,100.28,6.22
2020,4,22,11,942.61,34.16,43.88,100.19,6.48
2020,4,22,12,924.46,34.27,42.75,100.1,6.71
2020,4,22,13,832.14,34.05,42.69,100.02,6.76
2020,4,22,14,676.01,33.82,42.62,99.97,6.76
2020,4,22,15,470.97,33.28,43.81,99.97,6.79
2020,4,22,16,239.77,32.27,47.31,100,6.69
2020,4,22,17,42.42,30.58,55.94,100.05,6.12
2020,4,22,18,0,28.81,68.69,100.1,5.2
2020,4,22,19,0,27.92,77.56,100.15,4.83
2020,4,22,20,0,27.47,83.38,100.19,4.62
2020,4,22,21,0,27.26,86.5,100.2,4.55
2020,4,22,22,0,27.07,88.25,100.18,4.46
2020,4,22,23,0,26.77,90.19,100.14,4.26
2020,4,23,0,0,26.48,92,100.11,4.16
2020,4,23,1,0,26.36,93.12,100.08,4.35
2020,4,23,2,0,26.22,94.5,100.06,4.57
2020,4,23,3,0,26.07,96,100.08,4.72
2020,4,23,4,0,25.9,97.25,100.11,4.46
2020,4,23,5,45.41,26.19,95.56,100.15,4.59
2020,4,23,6,240,27.69,84.31,100.21,5.31
2020,4,23,7,464.69,29.51,69.25,100.26,5.26
2020,4,23,8,672.52,31.59,54.56,100.28,5.41
2020,4,23,9,833.22,33.05,46.88,100.27,5.6
2020,4,23,10,921.03,33.96,42.69,100.22,5.99
2020,4,23,11,968.31,34.53,40.25,100.14,6.42
2020,4,23,12,949.86,34.69,39.81,100.05,6.82
2020,4,23,13,819.27,34.45,40.94,99.98,7.24
2020,4,23,14,660.41,33.83,43.69,99.93,7.48
2020,4,23,15,502.03,32.99,46.94,99.91,7.58
2020,4,23,16,239.68,31.86,52.06,99.92,7.52
2020,4,23,17,41.65,30.12,62.25,99.96,7.08
2020,4,23,18,0,28.55,74,100.02,6.51
2020,4,23,19,0,27.77,80.62,100.08,5.92
2020,4,23,20,0,27.26,84.06,100.11,5.17
2020,4,23,21,0,26.78,86.25,100.13,4.57
2020,4,23,22,0,26.33,87.38,100.11,4.17
2020,4,23,23,0,26.12,87.12,100.07,4.06
2020,4,24,0,0,25.78,87.81,100.02,3.93
2020,4,24,1,0,25.48,89,99.98,4.13
2020,4,24,2,0,25.3,90.31,99.96,4.41
2020,4,24,3,0,25.18,91.69,99.98,4.59
2020,4,24,4,0,25.09,92.25,100.01,4.65
2020,4,24,5,47.12,25.55,89.56,100.06,5.13
2020,4,24,6,222.8,26.83,80.81,100.12,6.22
2020,4,24,7,407.59,28.29,70.31,100.15,6.7
2020,4,24,8,579.27,29.69,62.19,100.16,6.98
2020,4,24,9,779.95,30.77,57.56,100.15,7.15
2020,4,24,10,944.2,31.55,54.69,100.09,7.36
2020,4,24,11,897.24,32.02,53.19,100.01,7.57
2020,4,24,12,900.67,32.23,52.56,99.92,7.7
2020,4,24,13,814.39,31.99,53.25,99.84,7.77
2020,4,24,14,654.63,31.68,53.75,99.79,7.86
2020,4,24,15,447.99,31.07,55.5,99.78,7.87
2020,4,24,16,222,30.15,58.88,99.8,7.72
2020,4,24,17,39.6,28.9,65.5,99.83,7.04
2020,4,24,18,0,27.65,76.44,99.89,5.98
2020,4,24,19,0,27.04,83.56,99.94,5.21
2020,4,24,20,0,26.68,86.94,99.98,4.32
2020,4,24,21,0,26.37,88.75,100,3.64
2020,4,24,22,0,26.06,90.38,99.99,3.31
2020,4,24,23,0,25.78,91.81,99.96,3.2
2020,4,25,0,0,25.53,93.31,99.92,3.21
2020,4,25,1,0,25.33,94.75,99.88,3.5
2020,4,25,2,0,25.23,95.88,99.88,3.93
2020,4,25,3,0,25.14,96.75,99.9,4.24
2020,4,25,4,0,25.09,97.19,99.94,4.46
2020,4,25,5,47.03,25.59,94.31,99.99,5.04
2020,4,25,6,205.57,27.05,84.75,100.06,6.25
2020,4,25,7,407.97,28.63,72.25,100.11,6.57
2020,4,25,8,625.27,30.14,63.12,100.15,6.7
2020,4,25,9,808.94,31.46,56.38,100.15,6.94
2020,4,25,10,923.04,32.62,50.5,100.11,7
2020,4,25,11,896.19,33.56,46.06,100.04,6.97
2020,4,25,12,880.05,34.08,43.5,99.96,7.07
2020,4,25,13,781.16,34.08,42.88,99.87,7.21
2020,4,25,14,632.9,33.69,43.88,99.82,7.2
2020,4,25,15,432.12,33.07,45.31,99.8,7.04
2020,4,25,16,206.85,31.96,49.19,99.82,6.65
2020,4,25,17,37.38,30.1,59.19,99.87,5.81
2020,4,25,18,0,28.33,72.12,99.93,4.78
2020,4,25,19,0,27.43,80.81,99.98,4.26
2020,4,25,20,0,26.85,87.12,100.03,3.81
2020,4,25,21,0,26.38,92.19,100.05,3.39
2020,4,25,22,0,26.06,95.5,100.04,3.21
2020,4,25,23,0,25.86,97.38,100,3.17
2020,4,26,0,0,25.69,98.88,99.95,3.18
2020,4,26,1,0,25.58,100,99.94,3.35
2020,4,26,2,0,25.52,100,99.94,3.56
2020,4,26,3,0,25.47,100,99.98,3.73
2020,4,26,4,0,25.43,100,100.03,3.9
2020,4,26,5,51.06,26.05,98.56,100.1,4.28
2020,4,26,6,239.72,27.78,86.25,100.18,5.42
2020,4,26,7,458.61,29.35,74.44,100.22,5.42
2020,4,26,8,674.48,31.18,62,100.24,5.3
2020,4,26,9,858.96,32.82,52.75,100.23,5.4
2020,4,26,10,949.76,34.06,46.5,100.2,5.74
2020,4,26,11,962.26,34.67,43.38,100.14,6.16
2020,4,26,12,941.41,34.83,42.12,100.07,6.51
2020,4,26,13,814.98,34.62,41.75,100.01,6.69
2020,4,26,14,661.72,34.17,41.88,99.98,6.7
2020,4,26,15,460.36,33.33,43.88,99.97,6.58
2020,4,26,16,232.8,32.11,47.81,99.99,6.32
2020,4,26,17,42.28,30.3,56.62,100.03,5.85
2020,4,26,18,0,28.44,70.12,100.11,5.12
2020,4,26,19,0,27.47,79.5,100.18,4.74
2020,4,26,20,0,26.89,85.12,100.22,4.29
2020,4,26,21,0,26.49,88.44,100.23,3.97
2020,4,26,22,0,26.11,91,100.23,3.88
2020,4,26,23,0,25.76,93.38,100.2,3.94
2020,4,27,0,0,25.44,95.5,100.17,3.9
2020,4,27,1,0,25.16,97.31,100.14,3.93
2020,4,27,2,0,24.97,98.75,100.13,4.03
2020,4,27,3,0,24.85,99.81,100.16,4.26
2020,4,27,4,0,24.81,100,100.24,4.52
2020,4,27,5,50.2,25.43,96.88,100.32,4.91
2020,4,27,6,246.42,27.1,85.94,100.4,6.11
2020,4,27,7,487.66,28.55,75.56,100.46,6.37
2020,4,27,8,612.2,29.95,67.5,100.48,6.42
2020,4,27,9,855.99,31.33,59.25,100.47,6.58
2020,4,27,10,942.3,32.44,52.56,100.42,6.67
2020,4,27,11,956.73,33.25,48.06,100.35,6.64
2020,4,27,12,939.05,33.69,45.75,100.25,6.61
2020,4,27,13,838.73,33.61,45.75,100.17,6.84
2020,4,27,14,684.93,33.08,47.44,100.13,7.16
2020,4,27,15,476.27,32.17,50.81,100.13,7.47
2020,4,27,16,279.83,30.72,58.12,100.17,7.58
2020,4,27,17,53.38,28.78,70.81,100.21,7.24
2020,4,27,18,0,27.27,83.19,100.29,6.53
2020,4,27,19,0,26.66,89.06,100.35,5.99
2020,4,27,20,0,26.37,91.69,100.4,5.49
2020,4,27,21,0,26.14,93.38,100.43,5.08
2020,4,27,22,0,25.96,94.38,100.43,4.88
2020,4,27,23,0,25.78,95,100.39,4.78
2020,4,28,0,0,25.59,95.25,100.35,4.79
2020,4,28,1,0,25.41,95.56,100.32,4.88
2020,4,28,2,0,25.24,95.94,100.32,4.85
2020,4,28,3,0,25.12,95.69,100.34,4.84
2020,4,28,4,0,25.05,95.25,100.4,4.77
2020,4,28,5,52.73,25.44,92.31,100.47,5.06
2020,4,28,6,253.29,26.65,83.62,100.55,5.69
2020,4,28,7,468.41,27.9,75.25,100.61,5.41
2020,4,28,8,689.75,29.33,66.56,100.64,4.94
2020,4,28,9,801.73,30.65,59.69,100.63,4.36
2020,4,28,10,980.89,32.01,51.69,100.58,3.87
2020,4,28,11,980.92,33.18,44.94,100.5,3.7
2020,4,28,12,983.02,33.92,41.19,100.4,3.9
2020,4,28,13,878.41,34.16,39.94,100.32,4.39
2020,4,28,14,724.89,33.85,40.75,100.28,4.83
2020,4,28,15,520.9,33.19,42.69,100.27,4.96
2020,4,28,16,283.58,32.14,46.5,100.27,4.94
2020,4,28,17,46.92,30.5,54.31,100.3,4.88
2020,4,28,18,0,28.59,66.5,100.35,4.65
2020,4,28,19,0,27.47,76.06,100.38,4.35
2020,4,28,20,0,26.8,82.44,100.41,3.92
2020,4,28,21,0,26.33,87.25,100.44,3.76
2020,4,28,22,0,26,91.25,100.44,3.76
2020,4,28,23,0,25.74,93.44,100.4,3.71
2020,4,29,0,0,25.55,94.62,100.36,3.66
2020,4,29,1,0,25.39,95.88,100.32,3.53
2020,4,29,2,0,25.23,97,100.3,3.43
2020,4,29,3,0,25.08,97.94,100.3,3.24
2020,4,29,4,0,24.93,98.69,100.34,3.1
2020,4,29,5,58.32,25.47,95.25,100.41,3.19
2020,4,29,6,272.28,27.12,84,100.48,3.86
2020,4,29,7,511.76,28.73,72.12,100.53,3.5
2020,4,29,8,718.11,30.68,59.12,100.53,3.21
2020,4,29,9,875.73,32.83,45.62,100.5,3.05
2020,4,29,10,958.49,34.33,38.56,100.45,3.1
2020,4,29,11,953.17,35.12,35.81,100.37,3.47
2020,4,29,12,940.34,35.45,34.69,100.3,3.92
2020,4,29,13,845.96,35.39,34.31,100.23,4.35
2020,4,29,14,686.53,35.06,34.62,100.19,4.71
2020,4,29,15,479.25,34.35,36.25,100.17,5.1
2020,4,29,16,245.55,33.04,40.94,100.19,5.43
2020,4,29,17,46.3,31.08,50.5,100.23,5.45
2020,4,29,18,0,29.06,64.44,100.28,4.95
2020,4,29,19,0,27.95,74.19,100.33,4.51
2020,4,29,20,0,27.26,80.62,100.38,3.84
2020,4,29,21,0,26.73,85.31,100.41,3.06
2020,4,29,22,0,26.26,88.56,100.43,2.46
2020,4,29,23,0,25.86,91.06,100.4,2.25
2020,4,30,0,0,25.48,93.31,100.36,2.23
2020,4,30,1,0,25.14,95.44,100.32,2.2
2020,4,30,2,0,24.9,97.19,100.29,2.26
2020,4,30,3,0,24.75,98.75,100.29,2.42
2020,4,30,4,0,24.68,100,100.34,2.74
2020,4,30,5,55.02,25.36,96.69,100.42,3.12
2020,4,30,6,266.38,27.08,85.06,100.49,3.91
2020,4,30,7,504.1,28.69,71.56,100.53,3.96
2020,4,30,8,709.9,30.51,60.31,100.55,4.24
2020,4,30,9,859.1,32.32,50.88,100.54,4.53
2020,4,30,10,933.8,33.56,45.62,100.52,4.79
2020,4,30,11,952.88,34.33,42.56,100.45,4.94
2020,4,30,12,940.56,34.77,40.38,100.39,5.16
2020,4,30,13,857.09,34.87,38.88,100.33,5.44
2020,4,30,14,693.6,34.62,38,100.29,5.52
2020,4,30,15,487.87,34.04,38.31,100.27,5.43
2020,4,30,16,254.45,32.91,41.69,100.28,5.23
2020,4,30,17,49.52,31.17,49.06,100.31,4.78
2020,4,30,18,0,29.01,62,100.37,4.08
2020,4,30,19,0,27.83,73.25,100.42,4.15
2020,4,30,20,0,27.06,81.69,100.47,3.99
2020,4,30,21,0,26.53,88,100.49,3.86
2020,4,30,22,0,26.13,92.5,100.48,3.9
2020,4,30,23,0,25.83,95.25,100.43,3.95
2020,5,1,0,0,25.62,96.81,100.37,3.88
2020,5,1,1,0,25.45,97.5,100.33,3.87
2020,5,1,2,0,25.3,97.88,100.31,3.97
2020,5,1,3,0,25.15,98.31,100.31,4.08
2020,5,1,4,0,25.01,99.06,100.36,4.14
2020,5,1,5,62.55,25.66,95.44,100.41,4.55
2020,5,1,6,263.88,27.23,85.19,100.5,5.78
2020,5,1,7,466.59,28.65,75.12,100.55,6
2020,5,1,8,720.3,30.19,65.56,100.57,6.18
2020,5,1,9,881.28,31.53,58.12,100.54,6.39
2020,5,1,10,956.38,32.65,51.81,100.47,6.65
2020,5,1,11,956.02,33.25,48.94,100.39,6.98
2020,5,1,12,944.16,33.37,48.25,100.3,7.32
2020,5,1,13,845.79,33.14,49,100.22,7.5
2020,5,1,14,688.34,32.73,50.19,100.16,7.47
2020,5,1,15,485.49,32.09,52.38,100.12,7.38
2020,5,1,16,254.83,31.01,57.25,100.11,7.18
2020,5,1,17,50.71,29.42,66.56,100.14,6.73
2020,5,1,18,0,28.03,76.81,100.19,6.05
2020,5,1,19,0,27.4,82.56,100.24,5.78
2020,5,1,20,0,27.03,86.06,100.28,5.49
2020,5,1,21,0,26.71,88.62,100.29,5.19
2020,5,1,22,0,26.4,90.62,100.26,4.95
2020,5,1,23,0,26.1,92.38,100.19,4.8
2020,5,2,0,0,25.83,93.81,100.11,4.75
2020,5,2,1,0,25.6,95.12,100.05,4.92
2020,5,2,2,0,25.49,95.56,100.02,5.22
2020,5,2,3,0,25.48,95.38,100.02,5.46
2020,5,2,4,0,25.51,95.25,100.05,5.61
2020,5,2,5,53.05,26.08,92.19,100.11,6.27
2020,5,2,6,241.65,27.53,83.25,100.17,7.22
2020,5,2,7,449.21,29.01,73.88,100.21,7.4
2020,5,2,8,659.95,30.44,65.69,100.24,7.51
2020,5,2,9,824.55,31.65,59.38,100.25,7.59
2020,5,2,10,908.2,32.42,55.62,100.2,7.66
2020,5,2,11,903.2,32.83,54.06,100.13,7.83
2020,5,2,12,881.55,32.86,54.19,100.04,8.11
2020,5,2,13,796.96,32.61,55.12,99.98,8.37
2020,5,2,14,643.55,32.15,56.81,99.94,8.58
2020,5,2,15,440.14,31.34,60.5,99.93,8.66
2020,5,2,16,237.73,30.18,67.06,99.95,8.56
2020,5,2,17,44.15,28.8,76.81,99.99,7.98
2020,5,2,18,0,27.83,85.06,100.07,6.98
2020,5,2,19,0,27.55,88.56,100.14,6.23
2020,5,2,20,0,27.48,89.5,100.19,5.84
2020,5,2,21,0,27.38,90.25,100.19,5.63
2020,5,2,22,0,27.17,91.5,100.16,5.31
2020,5,2,23,0,26.94,92.88,100.09,5.09
2020,5,3,0,0,26.79,93.69,100.03,5.12
2020,5,3,1,0,26.69,94.12,99.98,5.34
2020,5,3,2,0,26.64,94.44,99.95,5.53
2020,5,3,3,0,26.59,94.56,99.95,5.57
2020,5,3,4,0,26.55,94.81,99.98,5.62
2020,5,3,5,54.59,26.9,93.12,100.04,6.23
2020,5,3,6,240.31,27.96,86.88,100.11,7.36
2020,5,3,7,453.19,29.23,78.88,100.17,7.65
2020,5,3,8,667.96,30.58,70.19,100.19,7.49
2020,5,3,9,821.7,31.75,63.5,100.18,7.17
2020,5,3,10,907.98,32.62,59.44,100.15,6.93
2020,5,3,11,945.28,33.1,57.19,100.09,6.9
2020,5,3,12,930.94,33.23,56.25,100.02,7.13
2020,5,3,13,839.84,32.98,56.5,99.96,7.52
2020,5,3,14,679.9,32.58,57.19,99.93,7.65
2020,5,3,15,475.29,31.93,59.5,99.9,7.41
2020,5,3,16,246.9,30.97,63.69,99.93,7
2020,5,3,17,47.52,29.55,72.12,99.96,6.39
2020,5,3,18,0,28.19,82.81,100.01,5.53
2020,5,3,19,0,27.53,89.25,100.06,5.05
2020,5,3,20,0,27.17,92.81,100.11,4.62
2020,5,3,21,0,26.98,94.38,100.13,4.27
2020,5,3,22,0,26.82,95.38,100.12,4.13
2020,5,3,23,0,26.67,96.38,100.07,4.04
2020,5,4,0,0,26.62,96.69,100.01,4.27
2020,5,4,1,0,26.57,97,99.96,4.45
2020,5,4,2,0,26.52,97.19,99.95,4.65
2020,5,4,3,0,26.44,97.5,99.97,4.81
2020,5,4,4,0,26.4,97.38,100.02,5.01
2020,5,4,5,60.34,26.91,94.56,100.1,5.77
2020,5,4,6,240.45,28.16,86.56,100.2,6.72
2020,5,4,7,433.8,29.75,73.81,100.27,7.01
2020,5,4,8,656.49,31.44,62.12,100.32,6.78
2020,5,4,9,834.55,32.75,55.31,100.34,6.43
2020,5,4,10,927.06,33.56,52.19,100.32,6.24
2020,5,4,11,903.22,34.02,50.31,100.26,6.33
2020,5,4,12,887,34.13,50.06,100.21,6.52
2020,5,4,13,797.7,33.9,51.06,100.15,6.74
2020,5,4,14,646.84,33.52,52.56,100.1,6.86
2020,5,4,15,463.36,32.87,54.94,100.08,6.83
2020,5,4,16,245.62,31.86,59,100.09,6.56
2020,5,4,17,48.11,30.37,67.38,100.12,5.85
2020,5,4,18,0,28.81,79.06,100.18,4.87
2020,5,4,19,0,27.99,86.88,100.24,4.13
2020,5,4,20,0,27.55,90.88,100.29,3.38
2020,5,4,21,0,27.17,93.75,100.29,2.74
2020,5,4,22,0,26.84,95.69,100.27,2.46
2020,5,4,23,0,26.55,96.88,100.22,2.4
2020,5,5,0,0,26.3,97.75,100.16,2.51
2020,5,5,1,0,26.06,98.38,100.11,2.74
2020,5,5,2,0,25.88,98.69,100.09,2.95
2020,5,5,3,0,25.69,99.12,100.08,3.1
2020,5,5,4,0,25.58,99.81,100.12,3.28
2020,5,5,5,56.52,26.24,97.12,100.19,3.51
2020,5,5,6,243.69,27.59,90.56,100.27,4.37
2020,5,5,7,468.76,29,79.06,100.32,4.66
2020,5,5,8,665.43,30.25,70.38,100.33,4.84
2020,5,5,9,844.73,31.21,66,100.32,4.66
2020,5,5,10,927.12,31.95,63.38,100.29,4.39
2020,5,5,11,921.59,32.73,59.62,100.23,4.21
2020,5,5,12,907.76,33.26,57.25,100.16,4.17
2020,5,5,13,806.07,33.39,56.38,100.09,4.42
2020,5,5,14,644.09,33.15,57,100.05,4.79
2020,5,5,15,448.19,32.57,58.75,100.03,5.01
2020,5,5,16,246.99,31.47,63.69,100.02,5.18
2020,5,5,17,44.59,29.79,73.44,100.04,5.2
2020,5,5,18,0,28.25,84.94,100.08,4.69
2020,5,5,19,0,27.59,91.06,100.12,4.06
2020,5,5,20,0,27.18,94.75,100.17,3.34
2020,5,5,21,0,26.91,96.88,100.19,2.95
2020,5,5,22,0,26.68,98.12,100.18,2.83
2020,5,5,23,0,26.43,99.19,100.13,2.85
2020,5,6,0,0,26.2,100,100.07,2.9
2020,5,6,1,0,25.99,100,100.02,3.11
2020,5,6,2,0,25.89,100,99.99,3.34
2020,5,6,3,0,25.87,100,99.97,3.48
2020,5,6,4,0,25.83,100,99.97,3.56
2020,5,6,5,62.7,26.57,98,100,3.63
2020,5,6,6,256.27,28.05,86.69,100.03,4.54
2020,5,6,7,474.48,29.32,74.94,100.06,4.34
2020,5,6,8,693.95,30.99,63.06,100.08,3.77
2020,5,6,9,856.85,33.19,48.94,100.09,3.46
2020,5,6,10,938.09,35.2,37.5,100.04,3.43
2020,5,6,11,944.84,36.4,31.75,99.98,3.49
2020,5,6,12,987.04,37,29.19,99.9,3.61
2020,5,6,13,844.95,37.08,28.75,99.83,3.96
2020,5,6,14,679.7,36.69,30,99.79,4.36
2020,5,6,15,471.88,35.91,32.56,99.78,4.75
2020,5,6,16,244.14,34.33,39.44,99.79,5.34
2020,5,6,17,49.81,31.44,55.44,99.85,5.66
2020,5,6,18,0,28.9,72.75,99.9,5.26
2020,5,6,19,0,27.88,82.44,99.96,4.44
2020,5,6,20,0,27.09,90.62,100,3.56
2020,5,6,21,0,26.59,96.19,100.02,3.06
2020,5,6,22,0,26.37,98.5,100.01,2.79
2020,5,6,23,0,26.26,99.06,99.96,2.7
2020,5,7,0,0,26.19,99.69,99.89,2.84
2020,5,7,1,0,26.05,100,99.83,3.18
2020,5,7,2,0,25.98,100,99.81,3.55
2020,5,7,3,0,26.05,100,99.81,3.8
2020,5,7,4,0,26.09,100,99.84,3.93
2020,5,7,5,68.09,26.92,100,99.91,4.06
2020,5,7,6,257.08,28.84,86.31,99.98,4.95
2020,5,7,7,466.77,30.3,72.94,100.05,4.56
2020,5,7,8,655.47,31.75,62.38,100.08,4.03
2020,5,7,9,808.31,33.52,50.25,100.08,4.06
2020,5,7,10,931.51,35.05,42,100.04,4.46
2020,5,7,11,945,35.61,40.19,100,4.94
2020,5,7,12,950.92,35.69,40.25,99.93,5.57
2020,5,7,13,855.05,35.49,40.94,99.89,6.1
2020,5,7,14,693.05,35.05,42.12,99.86,6.38
2020,5,7,15,485.38,34.22,45.31,99.87,6.43
2020,5,7,16,253.38,32.84,52.12,99.89,6.21
2020,5,7,17,52.69,30.87,64.44,99.93,5.48
2020,5,7,18,0,29.02,79.75,99.97,4.54
2020,5,7,19,0,28.2,88.81,100.02,4.54
2020,5,7,20,0,27.8,93.44,100.07,4.53
2020,5,7,21,0,27.44,96.06,100.09,4.35
2020,5,7,22,0,27.15,97.81,100.07,4.21
2020,5,7,23,0,26.87,99.06,100.03,4.09
2020,5,8,0,0,26.65,100,99.97,4
2020,5,8,1,0,26.5,100,99.92,3.94
2020,5,8,2,0,26.37,100,99.9,3.9
2020,5,8,3,0,26.25,100,99.92,3.97
2020,5,8,4,0,26.15,100,99.97,3.95
2020,5,8,5,66.83,26.9,97.62,100.04,3.94
2020,5,8,6,276.73,28.33,87.5,100.11,4.57
2020,5,8,7,494.33,29.36,77.94,100.16,4.59
2020,5,8,8,722.66,30.88,68.56,100.19,4.68
2020,5,8,9,877.56,32.46,57.88,100.17,4.96
2020,5,8,10,956.04,33.57,50.94,100.13,5.17
2020,5,8,11,953.95,34.09,48.5,100.06,5.61
2020,5,8,12,877.3,34.21,47.94,100,6.1
2020,5,8,13,846.98,34,48.31,99.96,6.26
2020,5,8,14,693.52,33.65,48.88,99.91,6.17
2020,5,8,15,490.31,32.99,50.88,99.89,6.09
2020,5,8,16,261.16,31.71,57.44,99.89,5.99
